Move,Frame,Shoulder-Elbow,Hip-Knee,Ankle-Foot
훅,13,141.7639013109277,12.434031625141547,39.26564324895041
훅,14,141.1774893249263,11.921269657719648,39.37552105965876
훅,15,130.6635869833482,15.356949597267274,37.95581938616167
훅,16,122.63801406239702,17.322634733412993,33.91329121768907
훅,17,111.63144640761922,21.523314875420663,29.22975380729172
훅,18,107.33442220068059,22.654205281026773,28.357873939868604
훅,19,97.6533793792048,26.850222788342926,26.657866149718917
훅,20,100.9750796325583,26.95203022564159,28.39250833888942
훅,21,106.15760321315061,28.1683353634522,33.144575070232676
훅,22,110.29927557910624,27.823446771283148,37.52287969723177
훅,23,123.34703674816566,24.939289944148378,40.39337894465369
훅,24,133.19286282717218,23.987562087030657,40.196329373060344
훅,25,144.9548266427591,22.782712306105704,41.24563271185275
훅,26,155.97035587218255,20.700682227445164,40.49405011958433
훅,27,165.06220555005203,18.50441616483452,36.37164621696513
훅,28,161.48070348772586,16.924004844346012,36.827379707504946
훅,29,159.2531309088001,13.741788655578413,41.00774903920835
훅,30,156.1749313936528,11.296499163291546,41.337478111556706
훅,31,154.88172830281871,9.239316144843688,40.643702147759576
훅,32,154.21913746877848,7.784890064902891,44.59427753802623
훅,33,155.2046693515737,7.680232720482138,44.80466711963031
훅,34,160.59902440601323,8.12357432396325,44.305561445721416
훅,1,165.74392298212211,11.729269457095727,29.250940143074864
훅,2,162.19231089089064,12.080746278546657,26.27898045355672
훅,3,160.46166231308706,12.56735066406946,23.58234771642344
훅,4,159.0195930454068,13.46551640180775,27.250539480824653
훅,5,158.40551460600437,13.53683406261261,28.902107542230347
훅,6,157.52313397437064,13.703647722252928,28.26860918793477
훅,7,158.75573988290404,13.98732771517769,30.46550062228846
훅,8,153.61780362310782,13.155644844734955,34.17832248496804
훅,9,149.21023217480382,11.988172369008788,35.16223717841825
훅,10,143.0773909631756,16.934664538690853,30.99624443087505
훅,11,138.4784947953401,17.30645689191598,34.67495805605073
훅,12,125.55987722375964,21.028527496301315,32.451559735711115
훅,13,119.00885230160729,24.011762568072545,31.31076917747121
훅,14,111.6313933882291,27.268718735225953,28.788102182910837
훅,15,105.68036940351219,25.568158721684718,32.8918355407933
훅,16,95.56164000439207,29.591498869404766,31.54208920678367
훅,17,95.44199912985532,28.119422006646964,33.20964500420699
훅,18,97.47592255615876,28.354296172021378,34.675413045139564
훅,19,99.23769356736281,28.05418613606222,35.090401712591174
훅,20,105.0100123849705,25.655451053544187,32.212952250135814
훅,21,117.12934792939306,21.112063228168758,37.03051446252717
훅,22,129.26375504329593,20.597994358511283,33.22783856473873
훅,23,131.7304456452186,17.95449007383647,29.812735043042817
훅,24,130.53268355571305,14.199845649279647,26.964002103444564
훅,25,128.77600378108792,12.245595200103313,25.976424715993186
훅,26,127.15617702695772,11.524844400341902,16.918953782141067
훅,27,123.71056900041583,9.418003972404652,18.73259449878192
훅,28,131.93050660095392,8.811104969734387,18.01012144337526
훅,29,140.87707998235786,9.902914747055977,18.350968743535894
훅,30,152.35038619005485,10.796738077386902,23.15033387519666
훅,31,157.0381174373669,12.485225107302762,33.66244846066374
훅,32,161.09650833009763,13.470720315265904,44.48951218519169
훅,33,160.46551691540634,15.011904310257929,57.44206183413373
훅,34,166.0168724180669,16.12453901517884,69.03948508872703
훅,35,165.56198535298023,16.813651996784337,75.3682129925216
훅,36,167.05324926630632,16.740992022110067,71.26714348993659
훅,37,167.40183550385052,16.79365253304725,66.89027613059591
잽,1,138.68770887691394,29.39203110156277,53.70038241122501
잽,2,152.99688839126162,19.474438006542115,60.09895313600702
잽,3,160.34708000374133,16.68682960240582,59.907641209676655
잽,4,163.51045317349957,14.965334766935324,59.86438055577964
잽,5,162.31756839898372,14.729815175198894,59.229694586196764
잽,6,168.13682357946814,11.451111321903557,58.38101085172565
잽,7,169.73760277772422,11.227193396460882,55.16078453539276
잽,8,167.56489712453333,11.273026586140565,52.68313995493243
잽,9,161.09857575327814,12.95718001678362,51.183742235432376
잽,10,151.1737899966151,13.763083594895118,46.67620832746185
잽,11,133.62932236140017,15.445392615326819,43.067072215286835
잽,12,113.56696408749762,17.65441030018697,38.158356335183996
잽,13,96.92337456485572,20.48417618375692,34.07273967067111
잽,14,86.28455562516206,22.563311765398375,30.39991051382676
잽,15,85.41020510785346,24.064638390887144,30.59548646273522
잽,16,95.33247741819932,24.12478839658899,31.321636535525716
잽,17,108.34166241112712,25.22713961920558,34.4002831396867
잽,18,121.2149036578227,24.453365437232527,39.10731563667664
잽,1,161.94023419054173,11.709818414067174,56.113142291657056
잽,2,164.5427214535054,13.463894101665506,60.31745021502904
잽,3,160.26823737909527,15.180057603744672,59.54117960825041
잽,4,157.37226328936615,16.399932061494674,57.76123584711393
잽,5,156.86022270982878,16.550979926367333,56.87943786558428
잽,6,156.46278806043094,17.590893235755335,58.11322495011966
잽,7,156.35202410621685,17.44850375818574,58.138478256025905
잽,8,157.78895079518298,16.893287724812886,59.046937028925655
잽,9,155.5050348635168,17.067016257395032,60.903836508748896
잽,10,148.37616082735934,18.19344558185162,62.976418620750074
잽,11,134.78068263934784,19.239335377262016,62.6359478072024
잽,12,119.12928113045439,21.38076319415025,63.088315739589824
잽,13,106.55964034781209,23.05562466687895,64.70031452451636
잽,14,99.54513284779694,23.846262700695185,65.52060982856548
잽,15,99.74346909692856,23.714256408870682,66.0056386684602
잽,16,106.81954821520746,23.508675769558984,65.73397848278032
잽,17,118.30703984446218,22.853097779221322,67.51427043564566
잽,18,128.7250383111669,23.980475566705245,63.53073004612985
잽,19,138.1344933227713,24.01994199244476,61.01162998190809
잽,1,156.83154834432474,15.254567089857193,28.10862518099254
잽,2,145.96334740419957,17.07946958873316,26.770938912923924
잽,3,142.7104711191517,17.00756134985409,24.993814095076
잽,4,142.2507885724096,17.282669287605327,25.863244745274795
잽,5,139.62316062032315,19.53707284906308,28.947776266880417
잽,6,129.45567088465566,22.7422217048585,30.679242603548783
잽,7,120.54957538243823,25.735150596717563,34.09739310056058
잽,8,111.8228054239759,29.57843021660027,38.89384134097378
잽,9,100.39766902534495,32.38677768636874,39.259816652694454
잽,10,93.68467005961988,33.935512373793784,40.69539732689846
잽,11,95.18087041561151,34.59016365396898,44.91848002534949
잽,12,102.48113615664545,34.20937710954317,47.95664786875488
잽,13,109.08683982976898,33.19952724760173,49.220569513113425
잽,14,119.08950784106881,32.40450624618502,52.81543685194704
잽,1,154.789809545152,15.963801986195078,18.837443885823607
잽,2,142.35623266794119,19.833707451740086,22.2610794030057
잽,3,128.46597695641944,23.158846978684778,21.708781277466954
잽,4,118.45457409555245,25.650105155687577,21.5239379617949
잽,5,113.07250607951241,27.140933105384512,20.670912338246687
잽,6,101.44677723525521,30.2177717270838,19.633902419972497
잽,7,96.57378312772558,32.13463556415051,17.774635468949807
잽,8,99.55681158823744,32.762589531870525,16.05482288984635
잽,9,107.86656933931411,31.13268701253687,13.376521301563105
잽,10,116.10875264694212,28.411881002716843,11.690689120446168
잽,11,123.57130142122074,26.377189718032685,12.787788478349384
잽,12,130.59081006149262,24.359616985971318,12.284670054797076
잽,13,135.35734863699633,22.44672416703001,17.03326391272673
어퍼,1,129.66329103653794,13.583546243042168,61.10054456704293
어퍼,2,134.06650821663305,13.454366572506764,59.00185697620188
어퍼,3,133.66156235247374,13.401367826529432,62.23350455555309
어퍼,4,139.41091485702023,12.642339858700158,64.05687151016717
어퍼,5,141.36467971179596,12.116060690491091,64.67340856854189
어퍼,6,143.5481378694946,11.656192121633538,66.23882980062294
어퍼,7,144.67345176701016,11.25719662867007,67.21776836526357
어퍼,8,146.20611733081364,11.132817278901507,66.27841800475912
어퍼,9,143.44922239393998,11.523405443138465,65.83218719311745
어퍼,10,139.70166077524487,12.4026062524939,65.43679283529332
어퍼,11,138.09625828397273,12.980412799537584,65.36864207650919
어퍼,12,135.9369225188068,15.386743740793946,66.9478059878627
어퍼,13,136.02130897985043,17.17220618391604,68.15551476034776
어퍼,14,134.69649900530973,18.71986639937312,69.56378313167383
어퍼,15,142.86893564549757,18.046576777859016,71.64289036815087
어퍼,16,142.40639487879037,19.31490098997044,72.68301161154452
어퍼,17,141.65202103072028,18.74128948212798,72.4732463772388
어퍼,18,138.68369704361157,18.423147222929583,72.55799676732487
어퍼,19,130.7399206109558,16.74811712111991,70.35069108654338
어퍼,20,123.75268765246774,17.363560845334398,64.9277183358665
어퍼,21,124.84576040642214,15.434667254687756,59.871755019953206
어퍼,22,124.31397016050184,14.276548353546294,55.53479982499916
어퍼,23,123.457301759481,13.601597319188226,48.21096222972525
어퍼,24,129.28025246965362,15.051395933063938,43.18968312452701
어퍼,25,124.69331234864417,16.399989007977332,41.58432942767641
어퍼,26,118.42268096059645,17.91264825624892,40.15615798403928
어퍼,27,122.76657905063846,16.488461516689835,42.18143054193884
어퍼,28,127.58691302709758,16.198557705361402,45.78881699929947
어퍼,29,130.082912191503,18.912771107299683,50.919807550254646
어퍼,30,133.71998277684256,21.197854684653958,55.905720500444296
어퍼,31,138.6877358385605,23.191789453632005,60.49907800680046
어퍼,32,134.8484967907272,25.764806133815036,63.45053683004717
어퍼,33,130.89728695978633,26.41372646844074,67.49639793258966
어퍼,34,126.31586265865512,24.33896620973482,69.4143212586014
어퍼,35,124.32787422691126,21.158754133067625,70.74907895208217
어퍼,36,123.43050249668286,18.64335709449561,72.22274437542572
어퍼,37,122.215321545586,18.00403500871534,72.23537116894656
어퍼,38,121.01945369713812,18.21809610464165,72.51847520552106
어퍼,39,122.48057587066367,17.71209194607585,72.18943132128038
어퍼,40,123.00254924047383,18.747025598573025,71.6883256089388
어퍼,1,133.62387401220295,20.76230441606016,62.08698650627303
어퍼,2,137.07393555758085,20.87050772051453,58.416058915182845
어퍼,3,138.50924137691302,20.312183009663247,59.15913829854805
어퍼,4,139.7196211375025,19.31545700587442,59.74136426778443
어퍼,5,139.78410191463018,18.506489191451116,60.11073629212888
어퍼,6,141.52250846649093,17.14697927917073,60.30868970396168
어퍼,7,141.69607119652864,15.837259060119809,61.91924230353851
어퍼,8,142.58416240078898,15.107415239383808,61.651469036817176
어퍼,9,142.90614588307776,14.900657241921783,61.240278269754675
어퍼,10,144.78879963595358,14.594487167657089,60.327077011909886
어퍼,11,145.45867378672386,14.648881236189732,59.51750188693311
어퍼,12,146.33236460858697,14.383355523075423,58.872813806676845
어퍼,13,146.67476689332995,14.277900515554895,59.45014075067568
어퍼,14,146.25452952782035,14.878491370013839,60.38338161833913
어퍼,15,143.68243538055512,15.97625257054575,62.62418063889912
어퍼,16,141.33910096884856,16.812534946765396,64.88786027411562
어퍼,17,138.44456941818902,18.402155897116245,66.32597165686961
어퍼,18,141.01417280749402,18.668915037715585,65.37762730564734
어퍼,19,138.36683841714205,17.965886981182464,64.25601097987796
어퍼,20,144.9409148321307,15.761995824499621,57.87922532133048
어퍼,21,143.46276489431358,16.218115162882874,50.702609236720214
어퍼,22,140.83576676879005,13.610662203758872,40.518769111910224
어퍼,23,133.55298135727097,12.714653413473929,34.31748748092144
어퍼,24,131.90193917832187,12.248830374318436,29.65923465683216
어퍼,25,122.82021051722768,12.98901077219559,31.873604624272154
어퍼,26,128.5067471945384,10.397100484290288,35.38995190948505
어퍼,27,132.49886761987545,12.901645196010929,42.31593406937657
어퍼,28,138.60065380051546,13.389514904537359,49.21789009151887
어퍼,29,141.72584130847116,15.398622626558591,54.01223070669541
어퍼,30,141.18014879719323,18.410443026162305,57.41529557164499
어퍼,31,136.55452504890795,20.395175527241285,60.43625884620026
어퍼,32,133.70062923329596,21.15311957505103,64.47494804523066
어퍼,33,127.27632492145138,22.694242522809205,66.74920020294341
어퍼,34,124.14815095848363,22.815417303995382,69.03517612369428
어퍼,35,123.13376013236132,22.449260921483976,70.46730420582891
어퍼,36,121.78007541727823,23.734309921994658,70.66511431577086
어퍼,37,122.6017559309684,23.36000041922145,70.54465297718396
어퍼,1,137.53818281753934,18.335932960450524,64.14174060707789
어퍼,2,138.65029990772302,16.827049134677647,62.890098811524325
어퍼,3,139.1424496031456,16.570341063600356,62.364205343664516
어퍼,4,140.0599929781182,16.76568533094186,61.498794870396814
어퍼,5,140.4150665582121,16.68061730445375,61.07721503682624
어퍼,6,140.75600736274174,15.92494999433282,60.58325331291966
어퍼,7,140.82542463681804,15.328821669033044,61.172655524428464
어퍼,8,141.20975122446174,14.72530654046886,61.057149717197355
어퍼,9,140.6959850625939,13.970957811423208,61.08285174949574
어퍼,10,140.1119025298837,13.4723663127089,61.77962645500573
어퍼,11,137.9098791909613,14.138366461323724,63.906798374348135
어퍼,12,134.51354109783117,16.16321413959482,65.14828939135373
어퍼,13,138.44682834951456,16.236675982524215,64.57743522494738
어퍼,14,135.85855840377084,15.174385333901608,64.2781354642759
어퍼,15,136.69009419786545,14.118332939555406,59.39568617929386
어퍼,16,140.44577393486563,14.957785753065625,52.97867026582335
어퍼,17,145.79073325889703,14.068552347805934,43.24082854656544
어퍼,18,141.6055676637633,15.114839334812308,36.91189483217262
어퍼,19,144.82136633332408,17.41160419781582,30.349555223897447
어퍼,20,143.95431480349424,19.229186126557913,30.47465154969068
어퍼,21,141.00025005679845,18.06741724746081,28.057133899516003
어퍼,22,145.28919006110533,16.32662630574898,34.670709192929564
어퍼,23,143.93214915613635,14.8626197324959,41.34578870442972
어퍼,24,144.68138345822223,13.046352844526789,46.94682699733369
어퍼,25,149.00993301613195,12.38766215649038,51.02901696017479
어퍼,26,151.71144097743957,11.854427970879048,57.11798549160543
어퍼,27,142.37885402318605,13.350151104794937,58.53114323352186
어퍼,28,141.95649926993468,13.44786827314715,59.54389969931831
어퍼,29,145.79141384048256,13.13526581119547,61.46357337751664
어퍼,30,139.46567468775964,12.239376343598007,62.27430752807563
어퍼,31,136.93059013259636,11.72765379618068,63.19424688717238
어퍼,32,140.4402820630027,10.307480819330499,62.600105522347384
어퍼,33,140.07604665517874,10.638926139402324,61.51297345328278
어퍼,1,134.4596514839695,20.0193904060786,59.64888496702738
어퍼,2,138.27605912653175,20.20912483645261,58.616079806457094
어퍼,3,139.74418662617356,19.784976775427975,59.44691519926042
어퍼,4,140.725711107778,19.337826845234908,60.25532185611695
어퍼,5,141.29787503098788,18.840785886407566,60.87908846975894
어퍼,6,143.50126823623532,18.254657357933237,61.66337631709869
어퍼,7,143.16472086721132,17.583347829254745,62.86786092712907
어퍼,8,142.03809555442675,17.685012517089735,63.132012284583936
어퍼,9,141.68005935676527,17.83974879505998,62.742278469826545
어퍼,10,141.0473317301649,18.760212010495554,62.23468496804721
어퍼,11,139.60203452577912,19.91602578691228,62.05035371054869
어퍼,12,139.47613501532254,20.93571933270032,61.57769470637645
어퍼,13,139.9238146965509,21.397647184683827,61.95970658835415
어퍼,14,138.27565407771138,21.67625277786451,63.44919027336979
어퍼,15,136.97356339716885,21.26930039768812,64.6378438706419
어퍼,16,135.5989340459732,20.456734516866163,66.21991190640782
어퍼,17,134.33637027670974,19.566814180029905,67.73584657762399
어퍼,18,133.6743039469155,18.551706000063792,68.19623740361926
어퍼,19,134.21595708200542,17.944143824708114,67.61217997742753
어퍼,20,136.01414071602193,17.025864659175575,67.24909194831812
어퍼,21,137.57847175642513,16.416710763060202,66.12491627846956
어퍼,22,137.73778678111304,16.006155941190553,65.45847507262552
어퍼,23,136.87416059861292,15.848353010309955,65.4512031129409
어퍼,24,136.21355354382672,16.06622992112485,65.74096333181939
어퍼,25,133.50604412495574,16.98823726577297,66.37662221301453
어퍼,26,131.18084704051995,17.7463270643766,67.33664183281016
어퍼,27,130.91971007135106,18.337972193059393,67.28168933798983
어퍼,28,132.15176272441278,18.771901037411364,66.9597575672429
어퍼,29,133.3820912682209,19.297782019062897,66.77116191869736
어퍼,30,135.93697902212966,19.471320969932407,66.07307913972849
어퍼,31,139.47400633424803,19.34986664741046,65.07179512114408
어퍼,32,141.51085687974842,19.36134415567374,64.95365313488162
어퍼,33,141.3500750730559,19.828413129307535,65.16400644604683
어퍼,34,140.6155272777084,19.637231433428436,65.80030151128813
어퍼,35,139.23058085577867,19.39650896825307,66.20125801232263
어퍼,36,137.60934033382884,19.174737098754765,66.10443754359035
어퍼,37,135.91680005311972,19.08436148745063,66.44278035565803
어퍼,38,135.47919498828497,18.708408642032946,66.46937723725446
어퍼,39,135.69030350269247,18.579125663908165,65.73262043155378
어퍼,40,136.44776755760188,18.386316051258564,65.3534111506305
어퍼,41,136.88369110083457,18.222931588483448,65.17241477908182
어퍼,42,137.70231170155796,17.682458670011936,64.38498870931215
어퍼,43,138.58086957819003,17.194377454777882,63.155627697137064
어퍼,44,138.4219538680909,16.291878096649082,62.26548222810317
어퍼,45,137.79008338221152,15.921458791062088,61.80892554889956
어퍼,46,137.29775212930647,15.263990993581917,61.43113724542335
어퍼,47,136.68286045646633,14.83362775636501,61.01906662109279
어퍼,48,135.43727641975548,14.475604933646213,61.02981151458234
어퍼,49,134.73211778512214,14.803116707745167,61.19924175124915
어퍼,50,134.79709661471435,14.839887885630455,61.058153116165556
어퍼,51,134.505421636184,14.86645165843866,61.31614933464495
어퍼,52,134.40010105151617,15.666730171835345,62.03001957959617
어퍼,53,135.58488080145762,16.514331456737803,62.21007474473423
어퍼,54,135.38782290318983,16.435010982547535,62.48928594493007
어퍼,55,135.17925529594842,16.295431169610573,62.61361671687747
어퍼,56,135.53209610946436,17.28121917430795,62.598862366741024
어퍼,57,136.90665436672356,17.78675141985495,62.61206159133061
어퍼,58,136.11244586942692,17.6786123807666,64.03379871788765
어퍼,59,135.09304067838508,18.840931624361765,65.98915611271495
어퍼,60,134.11925866642542,19.009217994398302,68.05927075404847
어퍼,61,133.80925218878184,19.68593163822991,68.72591165277
어퍼,62,129.11255093356303,18.019522286323227,68.43494436907883
어퍼,63,128.83007979685567,17.51474629873534,64.50585052942097
어퍼,64,134.78289888952173,15.030015834488797,58.14117346388779
어퍼,65,135.36830692896783,17.827533745741967,49.32185888920989
어퍼,66,136.7539037472372,18.763450082561555,41.93995765642295
어퍼,67,142.9712931655332,20.87042859838825,36.08605319805608
어퍼,68,144.13656557302892,22.234053962073723,33.036244275458714
어퍼,69,143.43359012371948,24.261143742790484,32.89524097751507
어퍼,70,144.49447417742235,24.42951195298975,38.06864412197212
어퍼,71,148.38188648083926,21.288303501554754,43.29663796075205
어퍼,72,150.6201568497469,18.993148407577944,47.22727165743651
어퍼,73,152.85186013482956,16.421105331792795,53.948014530682066
어퍼,74,151.91635676337188,14.834580444259185,58.72481796824932
어퍼,75,150.53440365531918,11.900418179482706,61.23152866744508
어퍼,76,142.48964015368784,13.314228418901484,65.18319682572418
어퍼,77,134.23287264465392,14.606088352449461,69.15515257966618
어퍼,78,127.92735143288118,17.289477512106366,69.76991849008047
어퍼,79,122.61380799581316,18.900941976906626,70.70712141753671
어퍼,80,120.8536130176273,19.621598974061218,70.56108449877465
어퍼,81,120.96993613839311,19.408955136015315,68.35226723522081
어퍼,82,122.57398124026304,19.44644291155731,66.92199288563097
어퍼,83,124.3805827102613,18.8156209048799,65.58155384937274
어퍼,84,126.3044364195136,18.57197646670041,64.4889531014189
어퍼,85,129.25142887956048,18.374329821004658,63.158881102962525
어퍼,86,135.10031143507982,17.369455821328323,62.9723477394813
어퍼,87,141.77809533035293,15.974541139359019,61.41564521192832
어퍼,88,150.69613804920124,13.576506254176497,60.063387706545086
어퍼,89,158.21147155475896,11.608673727062442,59.40466012999095
어퍼,90,165.30250867998126,8.91624568401275,59.55203433837992
어퍼,91,168.99999882949493,8.060034211649189,59.00256666266846
어퍼,92,167.2013098471176,8.543276241393805,59.277896043084944
어퍼,93,160.9754269154313,10.054166019344363,60.16479967417391
어퍼,94,154.66965901810505,11.112792058389413,60.005589780793684
어퍼,95,147.35216721453668,13.054726836841525,60.51903965412896
어퍼,96,141.0007687221377,15.039823919144164,60.54431030007805
스트레이트,1,133.03557835051396,15.492653565202888,62.88658326280559
스트레이트,2,129.3802436585042,13.170652573753774,63.36880318841824
스트레이트,3,123.31568064305556,12.313210210877173,64.77753469469775
스트레이트,4,122.87561885904587,11.958839704181619,63.74888072613944
스트레이트,5,125.74547525614064,14.563220175107682,61.96955723897895
스트레이트,6,125.08405658068402,15.842611634030868,62.327095643447635
스트레이트,7,127.72273474151396,18.100314449830922,63.21010374164298
스트레이트,8,133.12921471306777,20.846627802324708,62.37293257479045
스트레이트,9,140.17974552914652,20.97688441080843,63.93238337493369
스트레이트,10,145.04718042364166,19.024392378078506,65.42155130887258
스트레이트,11,142.09980514211225,17.2812380158312,66.68488535263063
스트레이트,12,132.22018266200558,17.21464622818694,62.10555100448555
스트레이트,13,137.4707449124354,14.508577635989752,58.181554014926675
스트레이트,14,130.51942327678165,17.799906990843017,51.2740464649224
스트레이트,15,127.33988400009689,19.38203442525445,45.35470896376766
스트레이트,16,134.83198717454746,20.92473955927585,37.23880183519265
스트레이트,17,150.31077402374504,20.410461583136282,35.05973363289693
스트레이트,18,151.9022534753937,21.373611699830956,34.347902208703815
스트레이트,19,160.9503044148938,19.0113155544747,34.553899420992806
스트레이트,20,162.58707795491438,18.018106950519826,35.36050363788494
스트레이트,21,158.59677671106914,18.78375815312857,37.80554702218945
스트레이트,22,160.7178644262238,17.17128112133815,40.78124811438806
스트레이트,23,151.05663309285563,15.895574761200788,44.10808102111181
스트레이트,24,139.86518115433068,15.754252779866249,51.4161858150534
스트레이트,1,123.17880167740407,10.821796676734307,64.10352898737237
스트레이트,2,128.39734414458437,11.886995803835465,65.61406229154419
스트레이트,3,130.6815971158105,13.106538196112686,67.52698712366077
스트레이트,4,140.73487109908646,13.25532346986087,67.18686578825853
스트레이트,5,143.34486744130146,13.00272317060249,66.934541540187
스트레이트,6,146.70317429972275,12.431624799021106,67.16951743464631
스트레이트,7,147.0521508814506,13.523301978654477,67.26327894542405
스트레이트,8,143.17790048613907,12.38978729000533,65.9067541477818
스트레이트,9,133.2372516865472,11.50556356482487,62.695333983873454
스트레이트,10,135.70216696008384,11.67796627637468,53.74057278569883
스트레이트,11,135.65320649870984,16.519759636528466,46.39206721655766
스트레이트,12,140.95737616913817,17.675675733002702,39.75059060731134
스트레이트,13,149.07988500544963,20.646158579310015,33.578000100780955
스트레이트,14,150.5147573319264,25.611131246965915,30.482184879065688
스트레이트,15,150.98708233398884,27.58948287452676,33.057092291194785
스트레이트,16,157.69977305524085,24.610680963303878,33.65503355087468
스트레이트,17,148.5569072737918,25.82630599898522,33.67390050284975
스트레이트,18,140.58891229783063,25.711212355185108,34.55937699512917
스트레이트,19,146.78762638783903,23.968248000972103,31.31621084339171
스트레이트,20,140.64390166523333,21.44611528272778,36.23593060217057
스트레이트,21,129.6748653835692,21.38476406022516,45.137286343643495
스트레이트,22,133.86802046354578,18.273803466794035,52.26597586294863
