Move,Frame,Shoulder-Elbow (Left),Shoulder-Elbow (Right),Hip-Knee (Left),Hip-Knee (Right),Ankle-Foot (Left),Ankle-Foot (Right)
훅,13,94.84075936781254,136.00852955906788,22.352012882443137,32.71421525158613,56.2894902216652,81.62647426408327
훅,14,98.5320889973065,126.0690225963943,24.152594865930695,38.824104167558446,45.50752686881192,74.28073082868858
훅,15,102.22485753037435,116.34900476762898,25.603153708282765,42.89535830936428,35.659252698523474,58.43448697710691
훅,16,105.96256629362585,115.95867590379552,27.44313391939492,43.27023648605426,33.51066509965204,45.50122671473959
훅,17,106.91797831925619,117.06968309099352,28.4953614942047,43.071946407988385,33.94849071658464,30.71520754612295
훅,18,110.17138160784843,117.71826290321114,26.957226531991477,42.823552833811966,34.832992116154784,23.288258818823675
훅,19,114.50808191689084,119.69153942707165,24.387369833578667,42.20911873108588,36.68109153080675,20.714812351018736
훅,20,118.50486723785738,121.71310843380411,23.486545908506105,43.528873626623394,35.44775853687098,23.544546928575212
훅,21,122.43401891058984,123.44862224975654,23.127634835816927,45.17785920658675,36.64627025444065,25.70629348139095
훅,22,128.40330928623953,127.56501982882587,22.605538165187806,45.59571436731584,38.334095583178474,31.731339792688267
훅,23,135.15862449568672,131.29722934501368,21.869448319510916,45.49474042419841,41.87029024091059,36.00869692102665
훅,24,142.0573056412542,138.22836397263092,21.188878673303414,43.92118226779327,44.79042421325019,37.52687016881443
훅,25,149.8761629874537,146.77883386573623,19.620378128618846,40.47374901909312,52.529569824481754,45.06827926656446
훅,26,156.33612066075793,153.27860204395753,18.0575893361295,36.92559385429062,58.45662891545472,55.611768177539545
훅,27,161.09570032169918,158.85165266650554,16.60975016344506,33.692178707501355,63.219099134471264,63.86918440116121
훅,28,164.18149033762626,163.9904939564314,15.69820942062986,31.2884449485936,67.35878606295412,71.76164334107952
훅,1,164.15957418621036,149.85304357688685,13.06069228342278,27.7388933547437,70.18660617147455,105.62068563602759
훅,2,163.50346442555764,150.9968492803813,13.327314698169587,27.83707735510513,69.99337189780948,107.16100855362563
훅,3,163.0397564686268,151.76394854522678,13.395257723529568,27.94088457779722,70.30199721604752,106.39465918301111
훅,4,162.92140874695826,151.83721352558607,13.511206053890335,28.136812505295115,70.45083640043529,104.77638878822073
훅,5,162.760319636062,152.294650266254,13.610725802521724,28.304117936660436,70.5343109671679,103.93384976671584
훅,6,162.38513032613469,154.26434517697663,13.861785442029287,28.193942754473785,70.78773079993212,100.29319974780836
훅,7,162.40895881138454,155.52425732816613,14.03966895000272,28.139743823374154,71.09816266925368,94.97194924388694
훅,8,162.74392191854682,156.76706763999513,14.27530511921976,28.42250758203557,71.02734638876362,89.73636181835923
훅,9,163.47934372875653,158.28342693002784,14.651504555808504,29.016122082681374,70.89507673092136,83.98264701338928
훅,10,162.67817578317027,159.00117307536863,14.50039711883513,29.50051599978709,71.11936604711772,81.87864283837324
훅,11,155.22162990166197,156.31156378146702,14.328887295940277,30.33426063045829,71.40499224727162,83.40826576379223
훅,12,146.2436964205363,151.20748812173073,14.12097710741393,31.954773404880076,69.10005569124672,83.99328516374275
훅,13,132.55515106444471,143.10337566069086,14.667981139407408,33.8910503197567,64.09416069206925,84.44166153623598
훅,14,124.1442298224326,133.242439999987,15.309211654387301,36.93124916225727,57.806173436151994,86.95809083842865
훅,15,112.46668498291112,125.92302405259849,18.52335092318564,38.01506274031844,50.32486383028333,70.43696224426076
훅,16,107.25754446767777,121.66697249160575,22.53214145671221,39.32437112289126,42.42571700606241,53.35540971931359
훅,17,104.12611127478583,119.94891689736626,27.00038981489529,40.38912658285169,37.308275498029545,44.84134237781726
훅,18,106.40459183949058,121.135421507309,29.953187419311394,40.27605657889492,35.81066801416084,33.777075938247755
훅,19,103.29024077820375,124.19361938637765,32.4171702406741,38.47696468690511,34.97768478476432,21.71498369620974
훅,20,106.30006391065777,123.26127039072965,32.322163028967765,40.240390365784634,34.7449447996694,24.676326977373826
훅,21,109.90821212852669,121.23560149780747,30.893395572746762,41.98833350308501,33.76589701614286,29.17517930743431
훅,22,112.6811093156336,118.52612601631411,28.740359159605156,44.04832393039002,33.8699825029296,29.965283154425737
훅,23,119.4856582709233,117.27012178331847,25.70250448584876,45.46374360900275,32.78760477893659,36.59381100472824
훅,24,126.88724573691884,119.3361723506911,23.158341505131027,46.746187417098504,32.936510168610376,42.484768016038586
훅,25,134.44498237624538,125.39358893940812,20.67162206293778,45.38400444245042,34.3885331217697,49.92284525393862
훅,26,142.54113637668166,131.9409425104894,18.31045398604098,43.34047112015359,37.510960636611394,53.96497891434674
훅,27,152.08406773408115,139.7335736231375,16.13463225629233,40.10418267637589,39.70085628814799,54.17628648035966
훅,28,158.07967728717244,149.1386367292909,15.622726208908745,36.998147325091615,43.79816691437295,50.88056760991719
훅,29,162.98025706262916,154.73381769834236,14.704028011110065,34.75519530241117,48.0797316554512,49.21399560130538
훅,30,167.1363204360063,158.95983886301593,14.354243734465754,33.604665445715014,51.39700297063818,47.13425247503065
훅,31,170.40032736838765,163.09362702216066,14.44329282776253,32.954612841104336,54.560325210893986,47.184343826849734
훅,32,172.3067395562763,165.543546489919,14.78666584967257,33.10044340104822,58.04151353926401,49.70359979073852
훅,33,172.9284812809726,165.04081514241824,14.955334219095771,34.10453843868746,60.268136171860775,53.946123169693635
훅,34,173.3564836894408,164.78555186572763,14.938111643868046,34.31908218497688,62.28802446980292,57.84528701201013
훅,1,157.15353026687447,147.11536910028818,16.835516535054577,40.2060858796197,61.59905258156693,79.82877947126048
훅,2,155.91948220881295,145.01742073193628,16.59089671786161,40.17802368029653,64.02659560908023,73.63586858528856
훅,3,155.5811406008497,143.80107746965223,16.473882131845354,39.99883728803596,66.5720876028259,71.70866378831347
훅,4,154.72660713913677,146.1319091108352,16.41426782458528,38.97427435683954,69.9368573138781,71.55143206239532
훅,5,154.4363069386514,147.8516427933718,16.410949131460875,38.76018060855582,70.63405445686234,70.64018258749344
훅,6,153.82515810093588,148.2639087439366,16.350456473804837,38.425663760914965,75.98874284866534,68.30997402724856
훅,7,153.5276503062863,149.4796209281563,16.40514232093826,38.15597509754617,80.32810670257638,67.00444902314258
훅,8,152.68010961860233,151.6896932057897,16.35402099832377,37.80694267918803,84.6128487725242,68.58877797817307
훅,9,147.4388602696906,147.7694952730736,16.084414140520884,38.54785382520767,85.38066080680457,71.8828449967607
훅,10,139.9071134685377,137.98293204521093,15.424493102962392,39.81662366272502,92.56867756213732,75.390086829056
훅,11,131.1660714278529,129.5531725767303,14.866351425401428,41.88955883972609,86.20086274887875,78.11081847230095
훅,12,121.9974883483897,120.7958488084641,14.779741119719176,43.739560551753506,78.93046833637936,79.53384819665098
훅,13,114.0792394138203,112.53542996737306,16.00119032237692,45.01023492413621,68.97649167216642,75.1060957621022
훅,14,110.33206081258967,108.87148220195745,19.171642825216118,46.52618774193154,60.506996064574274,63.51839418448144
훅,15,109.81924213948157,111.30935822378008,22.855693989826747,46.893813907682684,47.68295972590825,55.179403628240024
훅,16,110.9727219251603,113.02707805351977,25.84843503103304,45.874171378242565,45.40138470353811,43.20127290424698
훅,17,113.46895606798617,117.63490526500439,27.776753526950955,43.39859931976099,45.028967279685105,34.654058555828136
훅,18,116.21545150717827,123.88737201411911,28.122465226784573,41.44124019127901,47.140573797696064,31.000168591074306
훅,19,119.71087598283619,128.03123317977327,25.834728051049375,39.66317885606878,50.17690066404691,29.182000899284198
훅,20,121.92660983683113,129.29377536295124,22.938734574805565,39.071576513325695,51.30569999944271,28.93118891357296
훅,21,123.09295334840927,131.48733819704992,20.417562848031526,39.036276017660825,52.143987697381235,34.21022570320181
훅,22,124.75712654753065,132.11404827103942,18.29541813782306,40.41715109991668,52.574986302297006,40.29015986775101
훅,23,124.75253178878445,133.45212109455744,16.373055706714332,40.79017454360811,53.88123235248027,45.004675981410344
훅,24,125.53207055256173,139.72452820684123,15.46134217621108,39.12056839954806,54.66835486916689,51.47160238421518
훅,25,129.2867323515284,146.9890946242279,14.957812428328387,36.80827740970643,57.03550883364106,54.763156314309846
훅,26,133.45773041565946,153.3023005137199,14.542327420925096,34.25363561088075,60.99496205715043,58.10098169418669
훅,27,137.3467426009547,158.28899426895322,14.268304239199392,32.21160624361088,63.91551223882338,59.69745430214367
훅,28,143.44650757805113,160.2235183061789,14.361238832394367,31.38647441254226,65.52629466214894,60.613332922852706
훅,29,149.24129543210864,158.1848363396143,14.322833012605821,31.85140793534571,66.56835320517753,63.701660520799905
훅,30,152.40279865201805,157.20530102581256,14.379075688850094,32.11687686700925,67.42512924227069,63.28727780502162
훅,31,155.79259748945964,156.33261183221512,14.560343706624755,32.71625728173575,65.68076050586549,61.48365348041125
훅,32,158.40738850366404,154.786859672753,14.783279010061893,33.281412560564924,64.74569530178528,62.53102797665398
훅,33,159.38217690429042,152.66875092385933,14.827738641154827,33.76763359810599,63.16651481422084,66.45032545380279
훅,34,159.46521694046595,151.47175232765633,14.810505559177566,33.9188581607191,63.510641495072036,70.79800908026712
훅,35,159.15812449035383,150.34268098406056,14.720201369975618,33.88865542182519,63.688448230559175,79.28149776008321
훅,36,158.50058750211528,149.52168790107098,14.587247272281871,33.63340140412821,65.47210860069356,88.49558749112438
훅,37,157.3265781167238,149.58269801980256,14.437790499666969,32.94963569577369,67.15453831765582,95.35153807891595
잽,1,162.9864227202678,150.40135262556865,19.666918936810504,38.333897357892795,81.79174281850742,112.45431535147304
잽,2,159.19632985806797,138.48663292188263,19.440141353174006,41.87423249475866,87.73043335700814,83.80105849929427
잽,3,159.5656429255894,134.0088616288273,18.27875749977952,40.504769023605384,91.42725972077922,68.99919631417747
잽,4,160.31639977454887,130.4949538897551,17.368522017146738,37.918809592466296,94.39483368001927,63.79648699760325
잽,5,160.8897958401114,129.04262507372428,17.065017325428613,36.59229202704758,95.51765708408344,67.48151530388392
잽,6,160.72541406078398,124.14314949775094,16.58788902258803,35.711093022643254,98.67845638725687,61.412654796893186
잽,7,162.00313513889827,125.29556055738738,16.191004236643018,32.790750168074744,98.50037273447492,67.40052084826388
잽,8,161.70007664830382,126.80601806880323,16.332723044271283,31.098864355135095,99.0975102730267,77.3319052821765
잽,9,159.03876835272223,126.04466396964963,16.60004724132406,31.147342363325954,97.64853796878808,76.33492304891837
잽,10,153.7748949789222,123.63121022036952,16.69776509447646,30.20821863409692,96.920722939365,66.86799183669032
잽,11,141.3982219284186,119.94673836284039,16.76408998563256,31.074821507386226,96.25473023646819,53.455516282674594
잽,12,123.433392188877,115.30507615114848,16.34523572975709,34.26227652840572,96.2320560149806,44.46277556786703
잽,13,108.64795318703871,111.71043242087345,16.321164531920523,37.57370370296228,93.66918479769743,33.35994111876776
잽,14,97.35733812533942,110.9873124199814,16.456019085077124,40.14547861885281,92.38322505743821,32.903071679187704
잽,15,96.55571983087461,111.08224024678088,17.05263240169064,42.46720562832503,89.97942427281173,33.74996180956593
잽,16,105.57567423749518,113.18646978722344,17.29915801214442,40.19427511408152,87.63874348440245,37.49939015642403
잽,17,120.24353071730994,114.96157377728598,18.101079694640624,36.86612676694228,85.7454615493566,35.772787899151076
잽,18,133.85479691803587,116.45848511954947,18.434452589884916,33.575017592394076,82.94865263813281,36.89860346762234
잽,1,160.78661453653004,154.60160770586808,15.28609474037635,25.72726129895353,89.12151722721978,40.70092679364177
잽,2,161.22007134333614,156.9007107958368,16.298533393673154,18.49120304927426,88.27732103822265,39.84108964426318
잽,3,161.88682419613215,162.91714336686286,16.252725720598082,18.8776645385518,86.27331681281497,44.586905942301904
잽,4,162.11915929660753,162.28353761766917,15.819582323126145,20.72376704460268,84.75199087899193,52.74768485074823
잽,5,162.35058242300207,160.0386661317138,15.515763672390545,22.695166817672096,84.15367619807071,59.750870208645004
잽,6,162.85676828446077,159.45071688670697,15.373035956296514,23.479156195638744,83.23264159375108,70.00224030041105
잽,7,163.08076517768814,156.0531605712029,14.841501941624475,27.838354088475256,81.92325075208662,80.31307410031495
잽,8,162.13407086370736,148.36048125079014,14.607513845223796,30.755571951818233,81.75736088691706,88.11624690561057
잽,9,158.954061694378,141.60196950731262,15.177152103214649,33.61975360289723,82.44292166340195,90.23403504870535
잽,10,152.13477476928946,135.67700992139595,16.08717155151591,36.57713650779008,83.37439889744581,89.0048388152435
잽,11,137.21173632873362,130.49617724356338,16.661602417429016,39.55894951256582,84.32105510627186,82.20441687308671
잽,12,119.7916433376602,128.04315147171198,16.944892189090673,41.579847640976986,86.06918938965177,77.96804970306633
잽,13,108.39471855133831,126.01778017322343,17.340192560179617,43.7324784968239,86.99865241126516,71.67747537818772
잽,14,102.1922309880794,123.01442223251733,17.431444108275976,43.83375346164938,86.87990854777854,65.30963196983019
잽,15,103.65248099328505,120.38543582901245,17.71006783171943,41.888786858080366,85.60329816636003,60.75137445644678
잽,16,115.60589697797806,118.7228583905184,17.981841838876896,39.07301162115755,84.72606531036992,58.1936796710422
잽,17,132.69948925645423,117.47463828363422,18.053278743711946,36.486928634266874,83.30698009189352,54.55615874498005
잽,18,146.02582795677708,117.74419746087335,17.491209019152944,33.659330202416875,80.65055859690005,49.24361655979458
잽,19,156.604791546086,121.06929271124746,16.82598018613055,31.736185267835044,76.61397207891784,44.12745903496397
잽,1,164.15439750630497,147.88705810079284,15.572641154232596,35.566580965727105,74.44248135445332,45.56547321951551
잽,2,161.9255905033694,145.68972009447543,14.996591789206068,36.154642664974254,75.39419584028406,45.674930524588206
잽,3,161.4511067008981,144.25370964211382,14.936153821347013,36.586457716169974,76.94321928641013,50.32893751421395
잽,4,159.52815862366543,141.05737194576145,15.158429321376376,36.59794211653621,79.51594218428409,49.619350634712106
잽,5,155.82442679728064,137.8126312695896,15.529746177233623,36.96631893148879,82.16666320713979,48.59394008152381
잽,6,147.32636091955212,132.50085098368334,16.44261847749322,38.958799019839624,86.38939688285056,49.413790046112595
잽,7,132.42356882304347,131.30228036424003,17.85201217921814,40.003933415667596,90.123787711833,54.198525109192246
잽,8,116.63434014598025,137.04012349300507,19.442525203031828,37.696891596778144,93.77099777864365,59.02790952130952
잽,9,107.51533934549896,134.58853870873995,20.323635942785188,40.41204891339801,95.24531953387694,60.90658731415285
잽,10,104.90278106661215,133.46702211835296,21.272483163812353,42.53643981382886,93.73367558829726,58.75290228901149
잽,11,110.09885082629987,132.05638574011147,21.164037121415774,42.60853060084504,89.81863833267028,56.33744748424713
잽,12,124.60324880688083,130.8624705249257,20.307828432046502,41.06654510074795,87.48665460713035,51.315427351639656
잽,13,140.8819881132123,123.72344674930075,18.70618652706549,42.66601552386851,86.10503403678445,44.21407731016522
잽,14,151.8657156679651,127.32230103427071,17.47180571289943,39.22423926821233,86.01536996439953,43.9640878155702
잽,1,153.462152407051,113.36606100069567,19.198142048101822,40.4162864612683,103.47953064209622,57.703310917563925
잽,2,145.91634463142967,116.87083115556973,19.414985373597947,37.16802347641004,97.70293996234159,56.208562633409
잽,3,129.66658377932262,120.29177416505782,20.054330917943183,38.46420864132772,95.95957677584988,62.04843793539026
잽,4,116.9243799351932,121.71374287790954,20.775009823662614,40.214751746513926,94.57832948345158,63.630540987652616
잽,5,110.22221738075878,120.3159099462963,20.5609118168867,41.56724272631487,91.47306673860294,62.70926757211005
잽,6,98.29455310617234,119.52214232513018,20.757600118847733,42.396972473530695,84.96015448656536,61.936500313963975
잽,7,97.71185315437482,116.72576517117277,20.53802283761741,43.994425255496004,78.96422801371378,60.60814378297839
잽,8,107.57857389135116,112.0867046608731,19.846196810561874,43.91388278349205,74.50363008107783,56.29363926421142
잽,9,123.52138180752429,110.31649504387455,18.477553229511813,41.16629965817122,68.09191408196654,53.340558258590065
잽,10,138.57667652932463,111.49188734201525,17.44818725933553,37.997998582075226,64.99306723379104,51.88899403475356
잽,11,151.49726814670467,114.62931591952065,16.296108579410134,34.992971366172235,64.40846997471263,51.437217815190685
잽,12,156.36074930978276,117.9768289844134,15.572797508528163,32.238222320895055,63.357047642829585,51.48606054361365
잽,13,159.22565792927344,122.61492935412639,14.981343152632192,30.267466280842257,64.9249561794255,50.378389422995056
어퍼,1,131.64829350088473,104.56935780396229,20.49334833476645,33.13316609930037,67.81544490583546,70.50866414865074
어퍼,2,134.09861170492627,106.16803870367909,18.293181600159322,30.625575314557302,68.71602495829052,72.08680472581244
어퍼,3,135.0396593895321,108.8772743954299,17.305005144618267,28.030932885492906,67.54189634773697,73.89505431211605
어퍼,4,135.81588068858673,109.04041462582975,16.86916408145913,26.932265271165193,67.99975914664515,74.74443381231052
어퍼,5,135.66714812374335,108.50154655239108,16.50720858982188,26.527808897878618,68.41752094023443,75.73146606555993
어퍼,6,136.06865299613446,108.35096410119122,14.997967117169503,24.602327954247414,68.89502618777227,77.85823284040251
어퍼,7,135.69197583459783,107.19411156435581,14.421825309339573,24.207497603677126,68.62442845477224,79.17201964051972
어퍼,8,135.24834738646126,104.84914809450106,13.954281650371797,24.901052493273617,69.59768480442014,79.5428234253535
어퍼,9,135.1093181766001,103.29638807840702,13.675195543666646,25.796247693000833,69.70712872437396,79.96829120573022
어퍼,10,136.58561861605227,102.71619901801463,13.638948498728624,26.33122609794115,69.24791171744218,79.56375958483082
어퍼,11,137.57558405614344,103.56607015168095,14.140391675583038,26.793905294405807,68.94224578254965,78.99850663110581
어퍼,12,138.0806246873055,104.89532195532574,14.551259027309948,26.7045316842582,69.15851182638514,78.76304838620345
어퍼,13,137.92198320459528,106.22064414553085,15.29350957865351,26.66569874138264,69.06486960744543,78.57845077909565
어퍼,14,136.29043695315846,107.6004120127512,16.468543466294953,26.609712630061544,68.82214373542847,78.08461927919241
어퍼,15,133.91412349360075,108.24062828594121,18.38711846482035,27.22648776780692,68.76609398706259,77.91330441785979
어퍼,16,132.84056518722585,108.40591063342268,19.826073619612377,28.511998384273333,68.69600927469844,77.64988885507711
어퍼,17,132.89533762370402,109.61042449667484,22.512878407714286,29.153883134480868,68.03594089142882,77.20526081067193
어퍼,18,132.87630905303433,111.76146814323624,25.27109667396089,29.305908301648838,67.31293312039499,76.72370303851773
어퍼,19,122.39640435425136,119.1444320821668,23.22429785893681,26.778077488912327,64.51365432498423,74.9783793674944
어퍼,20,122.88758405269743,130.21167042105927,22.583603688633925,25.377149132593463,61.08801107027591,70.3806318856144
어퍼,21,119.87168932470945,138.0409671638087,23.812018869038052,22.66115920159411,56.41255716966414,65.1741974219362
어퍼,22,115.81855853547134,140.69026483002244,23.78715639112763,20.949209026400386,51.75769809065796,59.77698121307236
어퍼,23,111.97856062016044,140.85604877038227,24.59928035754583,18.681973402356718,47.30404749010241,54.407945633319
어퍼,24,121.92009286130958,136.16564511489366,30.889988355356593,18.41898113395711,45.137624147132655,50.98369622262893
어퍼,25,121.44571218100938,129.61625132597493,34.063826649283335,16.158315111557194,44.02603761921775,50.40626779764875
어퍼,26,126.90266704270266,127.46853965765199,34.162759254905446,14.792380381862424,45.276613076380364,50.96344365008216
어퍼,27,134.97963612460165,130.76159012455287,30.242139814143407,13.120848528900472,47.58426521858733,51.60773215203758
어퍼,28,138.25697881270713,136.0005987998603,25.580025743042988,12.597991499182797,49.39111629764917,53.201139921581955
어퍼,29,144.32682094376153,142.781366311142,19.957943893033747,12.562603237669572,53.76683830133362,55.082225047411875
어퍼,30,143.7881996263241,147.54012566590396,18.725572049177686,13.82771661796136,57.89981491710042,57.42243990924804
어퍼,31,140.08410904502904,148.28829978577784,17.798196594448605,15.670498981376943,60.84800990270894,59.35366029002495
어퍼,32,133.8881240137617,144.69348157378772,19.754022529187147,18.572175628599197,62.37827080632663,61.40723087160448
어퍼,33,132.49182080609685,138.7291617910945,20.904790876689983,22.270995274484754,65.65906599555903,62.81428815525381
어퍼,34,125.78657083594457,130.3338155980708,21.2999158881482,25.75550496695975,66.62534387921508,63.90780112600494
어퍼,35,123.78028521653523,121.21551505665465,18.361375091329293,28.787882068973225,67.95444883750906,64.7582373342881
어퍼,36,123.15064494382318,114.5162168564166,16.520358585344137,31.12248756531619,69.1870684314911,65.60986959342127
어퍼,37,123.32583290200485,110.45034799842904,15.419814930378124,32.09381999177514,71.62648091688011,66.58464059285663
어퍼,38,124.03581133172588,108.00654243481272,14.823810079379308,32.14656504423886,72.30810031537854,67.39373218517204
어퍼,39,124.95580283769486,106.1001460827448,14.516415728620919,32.21523014911516,72.38546561854123,67.98673587738344
어퍼,40,126.49969516453407,105.32874151908729,14.070448959767749,31.82474965820424,72.17370957810924,68.74234735888913
어퍼,1,134.1414618667733,102.0362706978115,18.02203570988401,31.951499605696732,68.61778430760259,74.0060475033887
어퍼,2,131.753901926533,100.01340910389217,18.341345852836092,31.565555286718272,69.23290591566017,74.78468540637715
어퍼,3,131.72181459568355,99.26337277011389,17.740971412443354,30.66119423718824,69.0392114658049,75.05353355600846
어퍼,4,131.55429817731064,99.26906325032418,17.247981382034137,29.979674719445548,69.00284223448516,75.19241019380506
어퍼,5,131.0590157773303,99.03143253402257,17.07797651930967,29.7438301519432,68.95864278544639,75.40067164105456
어퍼,6,129.89802370845,98.01583658000128,16.93008368012589,29.126029848319934,68.95640332220066,76.03889098857323
어퍼,7,129.5532850425507,97.95605994282221,16.754790048996945,28.596356149382235,68.75807553592968,76.31911384911912
어퍼,8,129.13262471924503,98.03167652377067,16.846490254315018,28.51569412305801,68.84442430681517,76.54224985365806
어퍼,9,128.97581466663163,97.9325980310869,17.057162029961724,28.617177872172455,68.89243503089669,76.61349930985179
